Date,Author,Predicted Sentiment,Observed Sentiment,Text
Tue Nov 22 23:47:09 +0000 2016,lindsay paige,,,".@united yes, had to wait in a customs line that could've been avoided if priority status mattered. Feels like loyalty isn't that important."
,,,,
Wed Nov 23 23:59:37 +0000 2016,Tatjana Vejnovic,,,"@united Well, it's what happened. Wasn't even offered an alternative, just given attitude."
Wed Nov 23 23:57:26 +0000 2016,Christabel Goh,,,why must you stress me like this @united
Wed Nov 23 23:54:42 +0000 2016,andy welch,,,@united 5.5 hours and still on hold! You cancelled my 16 yr old off our family trip to Israel 12 days after ticketing and confirming
Wed Nov 23 23:52:25 +0000 2016,jenna pfeifer,,,@united rudest ticket agents ever. Where's your thanksgiving spirit? Guess I know a few ppl on the naughty list this year.
Wed Nov 23 23:52:24 +0000 2016,Mike Caprio,,,"Home! #Thankful @united (@ Newark Liberty International Airport in Newark, NJ) https://t.co/aR1WTcHAnO"
Wed Nov 23 23:50:59 +0000 2016,Jeri Yuttayong,,,@united thank you. Glad to be home.
Wed Nov 23 23:50:55 +0000 2016,Kayl Parker,,,"@united it was flight 1693 out of ORD, I'm now at destination but the canvas bag I was asked to check is now wet throughout, so frustrated."
Wed Nov 23 23:50:00 +0000 2016,Brian Topping,,,IâÄôm pretty sure this next trip will be the last time I fly @united in a long time.
Wed Nov 23 23:49:58 +0000 2016,Melissa Frost,,,@united why doesn't my gate at LAX have any information about my flight to IAH? Did my gate change?
Wed Nov 23 23:49:39 +0000 2016,Sabrina Baker,,,Hey @united getting us here early does nothing if we sit by the gate because they arenâÄôt ready for us. Happens every single time!
Wed Nov 23 23:49:25 +0000 2016,Remy Pearlstone,,,Good talk... @united
Wed Nov 23 23:48:20 +0000 2016,Tom V,,,"@davidmoses816 @united Livin the life, brotha"
Wed Nov 23 23:48:15 +0000 2016,Jeri Yuttayong,,,"@united you took me home from overseas vacation actually. Nice landing, too. Well done."
Wed Nov 23 23:47:36 +0000 2016,vince m,,,@united hey where is ur leadership to assist ur staff. CMH gate B32. Rep is by herself with 15 people in line for needing help
Wed Nov 23 23:47:30 +0000 2016,David Moses,,,@united @tvonortas how out of touch are these tweets while we sit in the airport alone on thanksgiving because of @united incompetence?
Wed Nov 23 23:47:08 +0000 2016,Max Mallow,,,@hsmitty3 @oreeeo @united @Spiher tsm
Wed Nov 23 23:46:48 +0000 2016,JZA,,,@united Thankfully Sebastian at the gate apologized on her behalf. This is racial discrimination. My citizenship is on my passport!!
Wed Nov 23 23:46:45 +0000 2016,Hannah Smith,,,@oreeeo @MVLLOW @united @Spiher hey spiher
Wed Nov 23 23:46:38 +0000 2016,Bishal KC-à_¬à_¿à_¶à__à__ à_ïà¥áà_¸à¥Ä,,,@united hates @googlechrome? Wow I have to now use #safari or @firefox ;) https://t.co/WTk9oQTgvm
Wed Nov 23 23:46:07 +0000 2016,Oreo El Photographer,,,"@MVLLOW @hsmitty3 @united Guys, don't be rude. It's just a shitty situation yaknow? CC: @Spiher ;)"
,,,,
Thu Nov 24 23:56:56 +0000 2016,Dave,,,"3+ delays - plane switch = on time departure, + BIG tailwind -&gt; arrive in DSM 30 min early.  Great job &amp; thanks @united 4590."
Thu Nov 24 23:52:48 +0000 2016,Jahanzeb M. Hashmi,,,@united I need to call your customer service rep at Chicago (ORD). Kindly let me know the number
Thu Nov 24 23:52:37 +0000 2016,Raising Hale Ranch,,,Seriously @united ? You need to reconsider your children board early policy. Your 1K customers don't like it.
Thu Nov 24 23:50:03 +0000 2016,Willa Pearl Hahn,,,@united yes! A free rental car or another flight back to Albany before tomorrow.
Thu Nov 24 23:45:42 +0000 2016,Willa Pearl Hahn,,,"Thanks for nothing, @united."
Thu Nov 24 23:45:11 +0000 2016,Kelly Marsh,,,@united my flight I finally got out on was UA 4793. It was a disappointing day and a half.
Thu Nov 24 23:41:00 +0000 2016,Drew Doleski,,,"@united Thx! Happy Thanksgiving, UA social team!"
Thu Nov 24 23:39:51 +0000 2016,Wenhui Sun,,,@united To the Afri. Amer. woman at cust. serv. at Gate C 2nite at IAD. U helped me with my flight to LHR. Happy Thanksgiving ur awesome.
Thu Nov 24 23:39:32 +0000 2016,Keith Leventhal,,,@united flt 1644 had a group of 30+ kids who spoke no English and followed no rules. Parents/guardians did nothing. FA did nothing. Not ok.
Thu Nov 24 23:34:50 +0000 2016,Sam Wilson,,,@thepointsguy @united just heard the boarding announcement for 1699 that Samsung Galaxy 6 will not be allowed onboard :-)
Thu Nov 24 23:32:29 +0000 2016,Romance of Flight,,,@United &amp; @WestJet planes clip wings at CYVR airport leaving both unable to fly - #Avgeeks https://t.co/EC4hm3RAtD
Thu Nov 24 23:32:26 +0000 2016,Troy Martin,,,Thanks to @united and their crews for getting me home safely to spend the evening with family. Happy Thanksgiving to all! _ü_É
Thu Nov 24 23:31:50 +0000 2016,B Shreve,,,@united there are 21 economy plus seats on this flight &amp; you sold 8. The rest of the plane is full. LET US SPREAD OUT! #ZEROVALUE #dumbidea
Thu Nov 24 23:31:30 +0000 2016,Drew Doleski,,,"I'm at @United Club in Chicago, IL https://t.co/2aCGYTLV0T"
Thu Nov 24 23:30:02 +0000 2016,jamie conway,,,@OpTicHitch @united @SomethingPinkyy
Thu Nov 24 23:24:38 +0000 2016,Mish,,,@united no it was not !
Thu Nov 24 23:22:49 +0000 2016,gerhard 20,,,"Got @UNITED downgrade  from 1st to business, was promised mileage credit on 3 calls, but never delivered."
Thu Nov 24 23:22:43 +0000 2016,Davina Drazick,,,@united no there is no chance of that for today. I think the most important point is the price out of Casper excessive for poor quality.
Thu Nov 24 23:21:39 +0000 2016,levi weeks,,,https://t.co/CrdVQNRgoC @united @delta @southwestair @americanair @koreanair @british_airways  @oliverjolynn54  . #avgeek watch this
Thu Nov 24 23:18:49 +0000 2016,J,,,Thanksgiving Dinner @ work!!! Thanks for all you do! @united @weareunited #UAIFSbaseORD #beingunited https://t.co/2WJY1ExytJ
,,,,
Fri Nov 25 23:59:23 +0000 2016,Colleen,,,"@united  Originally, supposed to leave Hong Kong. Got Diverted. Latest I heard, it was in San Fran coming into ORD. Where is this flight?"
Fri Nov 25 23:57:09 +0000 2016,Brian,,,I've been a loyal Conntinental/@united freq flyer 9+ years. Each year it's harder to explain why! #unitedair #unitedAIRLINES #mileageplus
Fri Nov 25 23:54:47 +0000 2016,James D. Weston II,,,@united Happy Thanksgiving https://t.co/ah0QafFR3q #United employee
Fri Nov 25 23:49:46 +0000 2016,Gary Brotman,,,@united at at point do you just call it?
Fri Nov 25 23:49:03 +0000 2016,joseph martins,,,Now I understand why some colleagues have switched to @delta for international travel. They weren't kidding that @united just doesn't care
Fri Nov 25 23:47:36 +0000 2016,Gary Brotman,,,"@united there are two navigation issues, one was determined BEFORE boarding but you loaded up the plane anyway. Bad idea."
Fri Nov 25 23:45:13 +0000 2016,joseph martins,,,@united passenger switches to upgraded seat w/o permission. An upgrade that others pay $$$ for. United response: so sorry to hear about that
Fri Nov 25 23:41:53 +0000 2016,Tee @JoyoftheTable,,,I am a @Delta #PlatinumMedallion member who also has Platinum status on @United. This is UNACCEPTABLE. Won't flyâÄ_ https://t.co/vc5bTbs8um
Fri Nov 25 23:40:02 +0000 2016,Brian,,,@united why give board time if you're not going to abide by it? UA4159 board complete at 6:30?!? Thanks no overheard space for this Platinum
Fri Nov 25 23:39:20 +0000 2016,Akkiaakashkumar,,,@united @Follow me
Fri Nov 25 23:36:05 +0000 2016,Glen Gray,,,@united No. I was told to be patient.
Fri Nov 25 23:29:17 +0000 2016,David Meyer,,,@united thank you
Fri Nov 25 23:27:40 +0000 2016,Just Jess,,,"Beautiful sunset from 10,000 feet @united thank you for another awesome adventure #nofilter https://t.co/h2dYsg9r6Y"
Fri Nov 25 23:26:24 +0000 2016,David Meyer,,,@united They were printed by ANA in BKK. It is not on there.
Fri Nov 25 23:24:31 +0000 2016,Philip Stewart,,,Hi @united! Thx for the lift home tonight. âúàï¸è https://t.co/ERSClg4J5j
Fri Nov 25 23:23:21 +0000 2016,Mish,,,@united whatever. It's too late now. I have already suffered.
Fri Nov 25 23:23:21 +0000 2016,Edward Manning,,,@FoxNews @TrishIntel @united operations will grind to a halt and passengers will be sad. @Piequalsseven https://t.co/OnYzxN2s9G
Fri Nov 25 23:23:12 +0000 2016,Robert Wright,,,"@united Will basic economy fares be on your smallest routes also? Pasco, WA - San Francisco, Ca or only on competative routes?"
Fri Nov 25 23:22:58 +0000 2016,John,,,@united to you as well! Thank you!
Fri Nov 25 23:22:48 +0000 2016,Cathy,,,@PatrickGman @yashar @Delta This is how @united handled it  https://t.co/YCwbGZWdup
,,,,
Sat Nov 26 23:59:59 +0000 2016,Ms. Marfinkle,,,@united We have limited supplies and there's no place to get diapers if we run out!
Sat Nov 26 23:59:50 +0000 2016,Adriana Solis,,,"@united second time in less than a month that the flight MTY to IAH ""6pm"" has been delayed not just minutes last time 2 hours."
Sat Nov 26 23:59:19 +0000 2016,Mike Dehnke,,,@united no there isn't. putting a plane overweight when it isn't full makes 0 sense. literally the most bologna delay I have ever heard of
Sat Nov 26 23:58:50 +0000 2016,Smruti Ranjan,,,@united kp all UA flights up 2 date. De boarding from a flight for maintenance is not a good exp . Ds z my 2nd flight to GVA ds yr delayed
Sat Nov 26 23:58:25 +0000 2016,Ms. Marfinkle,,,@united There are no food options available at MCI except Starbucks and we're traveling with a nursing baby.
Sat Nov 26 23:57:24 +0000 2016,Ms. Marfinkle,,,"@united Yes we are rebooked to arrive in Boston at 4:30a but were not offered any apology, food voucher, accommodations, or even compassion"
Sat Nov 26 23:55:15 +0000 2016,Mike Newton,,,@united @angelturnerr 25 minute delay.....suck it up.
Sat Nov 26 23:54:33 +0000 2016,Ming the Merciless,,,@united UA3442 and not just above row 9...
Sat Nov 26 23:54:03 +0000 2016,Adriana Solis,,,"@united delay again MTY to IAH, it's becoming a tradition here"
Sat Nov 26 23:53:04 +0000 2016,Mike Dehnke,,,@united glad my half filled flight is delayed 20-30 mins cause they overfill the plane with fuel and put us over the max weight #makes0sense
Sat Nov 26 23:52:18 +0000 2016,moczygemba,,,@TVietor08 @united oh man_üòÉ dogs are the best
Sat Nov 26 23:51:19 +0000 2016,RevRuth Hawley-Lowry,,,@Delta How will these decisions be determined?Not just @Delta issue but also @united @AmericanAir @SouthwestAir When people mean who is off?
Sat Nov 26 23:50:34 +0000 2016,Kevin Tuck,,,@4thAndJort @united I learned after being able to watch Gameday on JetBlue
Sat Nov 26 23:50:26 +0000 2016,craig dolan,,,@united you first drop us in term b then 60+minutes for our bags?? Awful service and misinformation. The rep tried but was given bad info 2
Sat Nov 26 23:50:05 +0000 2016,Henry Bailey,,,@United what happened to 1K members getting priority when ordering meals? UA495
Sat Nov 26 23:48:26 +0000 2016,Lefty Golfer,,,@united. Just saw a guy board the plane in a wheel chair. He is sitting in exit row. Hmmmm
Sat Nov 26 23:48:17 +0000 2016,Smruti Ranjan,,,"@united Hey United , do you guys ever fly on time without Maintainance issues? UA 974 delayed indefinitely.2nd flight delay n 1 week"
Sat Nov 26 23:47:15 +0000 2016,Billfred Leverette,,,"Speaking of, @United:
You know what would seem immediately useful here?
THE GATE. https://t.co/rlIQm4E0a1"
Sat Nov 26 23:45:54 +0000 2016,summdude,,,"So glad I fly @UNITED! Anyone calling their customers ""b@~ches"" in front of cabin, in front of children, should never be tolerated, @Delta."
Sat Nov 26 23:43:30 +0000 2016,letsgo2press,,,@united yes
